EntrezID	EnsemblTranscriptID	GeneSymbols
191680	F07B7.9	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
177673	F08B4.5	pole-2
181020	F08C6.7	unc-98
175026	F08G2.1	his-29|his-15|his-11|his-44|his-34
175029	F08G2.1	his-29|his-15|his-11|his-44|his-34
175033	F08G2.1	his-29|his-15|his-11|his-44|his-34
185332	F08G2.1	his-29|his-15|his-11|his-44|his-34
191679	F08G2.1	his-29|his-15|his-11|his-44|his-34
172860	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175025	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175028	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175034	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
177521	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
178048	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
178056	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
179261	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
179265	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
180073	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
184112	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
186671	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191669	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191676	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191678	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
259800	F08G2.2	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175030	F08G2.3	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
175031	F08G2.3	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
177628	F08G2.3	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
180074	F08G2.3	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
181821	F08G2.3	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
184113	F08G2.3	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
184200	F08G2.3	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
184804	F08G2.3	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
186250	F08G2.3	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
186325	F08G2.3	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191668	F08G2.3	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191672	F08G2.3	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191673	F08G2.3	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
246024	F08G2.3	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
181606	F09B12.2	dhhc-1
184235	F09C6.8	nhr-262
180129	F09C6.9	nhr-116
178268	F09E8.3	msh-5
184255	F09F3.10	nhr-175
175767	F09F7.3	F09F7.3|rpc-2
179106	F09G2.9	attf-2
184285	F10B5.3	F10B5.3
184287	F10C1.5	dmd-5
179652	F10C2.4	F10C2.4
174170	F10E7.11	F10E7.11
184318	F10G2.9	nhr-263
172867	F10G8.7	ercc-1
181263	F11A1.3	daf-12
178147	F11A10.2	repo-1
181432	F11C1.6	nhr-25
184388	F12E12.5	sdz-12
178077	F12F6.7	F12F6.7
184398	F13A2.8	nhr-118
180410	F13C5.2	F13C5.2
180848	F13D11.2	hbl-1
184417	F13E6.3	phf-31
178392	F13G11.1	dmd-6
184429	F13G3.1	ztf-2
179019	F13H6.1	F13H6.1
184443	F14A5.1	nhr-264
172752	F14B4.3	rpoa-2|F14B4.3
181251	F14F3.1	vab-3
184496	F14H3.11	nhr-176
172435	F15C11.1	sem-4
174965	F15D4.1	btf-1
177196	F15E6.1	set-9
181520	F16B12.6	F16B12.6
184567	F16B12.8	nhr-281
184557	F16B4.1	nhr-177
184562	F16B4.11	nhr-179
184560	F16B4.9	nhr-178
191614	F16H11.4	ceh-1
180738	F16H11.5	nhr-45
184597	F16H9.2	nhr-27
184600	F17A2.3	phf-32
191624	F17A2.5	ceh-40
178998	F17A9.3	atf-8
179001	F17A9.6	ceh-49
179516	F17C11.1	F17C11.1|CELE_F17C11.1
175030	F17E9.10	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
175031	F17E9.10	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
177628	F17E9.10	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
180074	F17E9.10	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
181821	F17E9.10	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
184113	F17E9.10	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
184200	F17E9.10	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
184804	F17E9.10	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
186250	F17E9.10	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
186325	F17E9.10	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191668	F17E9.10	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191672	F17E9.10	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191673	F17E9.10	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
246024	F17E9.10	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
175027	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
175032	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
177522	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178050	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178055	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178066	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179233	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179260	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179264	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179267	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179341	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
188792	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191667	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191671	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191677	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191680	F17E9.12	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
172860	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175025	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175028	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175034	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
177521	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
178048	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
178056	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
179261	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
179265	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
180073	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
184112	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
186671	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191669	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191676	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191678	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
259800	F17E9.13	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175026	F17E9.9	his-29|his-15|his-11|his-44|his-34
175029	F17E9.9	his-29|his-15|his-11|his-44|his-34
175033	F17E9.9	his-29|his-15|his-11|his-44|his-34
185332	F17E9.9	his-29|his-15|his-11|his-44|his-34
191679	F17E9.9	his-29|his-15|his-11|his-44|his-34
3565051	F18A1.2	lin-26
174240	F18A1.3	lir-1
174239	F18A1.4	lir-2
174081	F18C5.2	wrn-1
173710	F19B10.9	sea-1
184664	F19B2.6	CELE_F19B2.6|F19B2.6
184684	F19F10.1	CELE_F19F10.1|F19F10.1
184687	F19F10.5	ets-7
177590	F20D12.6	ceh-19
184727	F20D6.9	F20D6.9
181229	F21A10.2	F21A10.2
184756	F21A9.2	F21A9.2
174202	F21D12.1	nhr-21
184779	F21D12.5	npax-1
184771	F21D5.9	F21D5.9
184793	F21G4.4	phf-34
184794	F21G4.5	F21G4.5
175698	F21H11.3	tbx-2
180927	F22A3.1	ets-4
184803	F22A3.5	ceh-60
175027	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
175032	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
177522	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178050	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178055	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178066	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179233	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179260	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179264	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179267	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
179341	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
188792	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191667	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191671	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191677	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
191680	F22B3.1	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
175030	F22B3.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
175031	F22B3.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
177628	F22B3.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
180074	F22B3.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
181821	F22B3.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
184113	F22B3.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
184200	F22B3.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
184804	F22B3.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
186250	F22B3.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
186325	F22B3.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191668	F22B3.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191672	F22B3.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191673	F22B3.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
246024	F22B3.2	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
174136	F22D3.1	ceh-38
172441	F22D6.2	CELE_F22D6.2|F22D6.2
181073	F22F1.1	hil-3
184851	F22F1.3	F22F1.3
179947	F23B12.7	CELE_F23B12.7|F23B12.7
184886	F23B2.13	rpb-12
171804	F23C8.4	ubxn-1
173385	F23F1.1	nfyc-1
175924	F23F12.9	zip-8
175255	F23H11.1	bra-2
172917	F25D7.3	blmp-1
180431	F25E2.5	daf-3
184926	F25E5.6	nhr-141
172946	F25H2.13	rtel-1
184940	F25H8.6	bed-3
184944	F26A1.2	fkh-5
181025	F26A10.2	F26A10.2
172331	F26B1.7	let-381
174544	F26C11.2	unc-4
177340	F26D12.1	fkh-7
178970	F26F12.7	let-418
184991	F26F4.8	F26F4.8
175098	F26H11.2	nurf-1
172753	F26H9.2	F26H9.2
172538	F27D4.4	CELE_F27D4.4|F27D4.4
172540	F27D4.6	F27D4.6|CELE_F27D4.6
185022	F27E5.2	pax-3
174005	F28B12.2	egl-44
174376	F28C6.1	F28C6.1
185047	F28C6.2	F28C6.2
177144	F28F9.1	zag-1
181523	F28H6.2	ceh-89
177232	F29B9.2	jmjd-1.2
176827	F29C4.7	grld-1
179485	F29F11.5	ceh-22
178987	F29G9.4	fos-1
172552	F30F8.8	taf-5
185134	F31A3.2	hlh-28
185136	F31A3.4	hlh-29
3565545	F31E3.1	ceh-20
185156	F31E8.3	tab-1
185170	F31F4.12	nhr-180
174960	F32A11.6	moe-3
174194	F32A5.1	ada-2
177839	F32B6.1	nhr-4
178831	F32D1.10	mcm-7
172711	F32H2.1	gei-11
185213	F32H2.2	mdt-31
174690	F33A8.3	cey-1
172257	F33D11.12	F33D11.12|dhhc-3
172255	F33D11.4	ceh-12
177551	F33D4.1	nhr-8
178558	F33E11.1	nhr-15
174577	F33H1.1	daf-19
174580	F33H1.4	F33H1.4
173370	F33H2.1	dog-1
173368	F33H2.5	F33H2.5
175485	F34D10.5	lin-48
185241	F34D6.2	ceh-87
185242	F34D6.4	set-11
180065	F35E8.12	nhr-108
172860	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175025	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175028	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175034	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
177521	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
178048	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
178056	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
179261	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
179265	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
180073	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
184112	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
186671	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191669	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191676	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
191678	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
259800	F35H10.1	his-16|his-21|his-12|his-19|his-65|his-51|his-53|his-61|his-57|his-47|his-33|his-30|his-43|his-68|his-3|his-7
175026	F35H10.11	his-29|his-15|his-11|his-44|his-34
175029	F35H10.11	his-29|his-15|his-11|his-44|his-34
175033	F35H10.11	his-29|his-15|his-11|his-44|his-34
185332	F35H10.11	his-29|his-15|his-11|his-44|his-34
191679	F35H10.11	his-29|his-15|his-11|his-44|his-34
174505	F35H8.3	zfp-2
191727	F36A4.14	nhr-78
177190	F36A4.7	ama-1
173019	F36D1.1	madf-2
180106	F36D3.2	nhr-54
185364	F36F12.8	ztf-28
175944	F37A4.8	isw-1
178746	F37B4.10	F37B4.10
172928	F37D6.2	F37D6.2
172930	F37D6.6	tag-68
174707	F37H8.1	lir-3
177419	F38A5.13	dnj-11
180357	F38A6.1	pha-4
13218924	F38A6.3	hif-1
180359	F38A6.3	hif-1
179584	F38B7.1	ccch-1
185460	F38C2.2	hlh-17
178454	F38C2.5	ccch-2
185463	F38C2.7	F38C2.7
3565632	F38C2.8	hlh-31
185483	F38H12.3	nhr-181
173348	F39B2.1	F39B2.1
173345	F39B2.4	sur-2
172676	F39H11.2	tlf-1
172677	F39H11.3	cdk-8
185534	F40E10.2	sox-3
174705	F40F8.7	pqm-1
179365	F40F9.7	drap-1
175184	F40G9.11	mxl-2
185560	F40G9.14	F40G9.14
185553	F40G9.4	btb-1
174026	F40H3.4	fkh-8
185575	F40H6.4	tbx-11
185594	F41B5.10	nhr-183
185593	F41B5.9	nhr-182
191729	F41D3.1	nhr-82
185603	F41D3.3	nhr-265
179243	F41E6.4	smk-1
177666	F42A9.2	lin-49
173597	F42G2.6	ceh-86
175546	F43C1.4	nhr-20
260198	F43D9.5	taf-11.3
174809	F43G6.1	dna-2
174812	F43G6.6	jmjd-1.1
185718	F43G9.11	ces-1
172662	F43G9.12	F43G9.12
179312	F44A2.1	tag-153
185720	F44A2.4	nhr-39
181231	F44A6.2	sex-1
176128	F44B9.6	lin-36
185727	F44C4.2	nhr-37
185731	F44C8.10	nhr-126
178703	F44C8.11	nhr-96
185728	F44C8.2	nhr-134
178702	F44C8.3	nhr-18
178701	F44C8.4	nhr-103
178700	F44C8.5	nhr-128
178699	F44C8.6	nhr-56
185729	F44C8.8	nhr-133
185730	F44C8.9	nhr-184
185732	F44D12.10	CELE_F44D12.10|F44D12.10
176248	F44E2.2	retr-1
176245	F44E2.7	F44E2.7
185740	F44E7.8	nhr-142
185757	F44G3.9	nhr-111
181588	F45B8.4	pag-3
173541	F45C12.15	ceh-83
185766	F45C12.2	ceh-82
185767	F45C12.3	ceh-81
181057	F45E1.6	his-71
174199	F45E12.2	brf-1
177543	F45E4.9	hmg-5
181405	F45E6.2	atf-6
179262	F45F2.12	his-52|his-4|his-20|his-8|his-22
179266	F45F2.12	his-52|his-4|his-20|his-8|his-22
180072	F45F2.12	his-52|his-4|his-20|his-8|his-22
191670	F45F2.12	his-52|his-4|his-20|his-8|his-22
191675	F45F2.12	his-52|his-4|his-20|his-8|his-22
175030	F45F2.13	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
175031	F45F2.13	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
177628	F45F2.13	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
180074	F45F2.13	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
181821	F45F2.13	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
184113	F45F2.13	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
184200	F45F2.13	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
184804	F45F2.13	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
186250	F45F2.13	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
186325	F45F2.13	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191668	F45F2.13	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191672	F45F2.13	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191673	F45F2.13	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
246024	F45F2.13	his-49|his-63|his-32|his-59|his-45|his-25|his-42|his-27|his-2|his-17|his-6|his-13|his-9|his-55
191681	F45F2.2	his-39
175027	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
175032	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
177522	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
178050	F45F2.3	his-28|his-38|his-14|his-10|his-18|his-50|his-64|his-67|his-60|his-56|his-46|his-31|his-37|his-26|his-1|his-5
